id,transcription
1564,ELLOWED O'CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THERE WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURELY ALONG TO VOID PAYING A PRICE OF FATIGUE FOR THE RECREATION PROVIDED FOR THE TOLEADONS IN THE VALLEY OR ON THE BANKS OF THEIR RIVER
1565,SICUR AS HE THOUGHT AND THE CAREFUL HAD BEEN A FRATION OF JUSTICE IN THAT CITY AND THE CHARACTER OF ITS WELL DISPOSED THE EVIDENCE THE GOOD ANALOGUE WAS FAR FROM THINKING THAT ANY DISASTER COULD BEFALL HIS FAMILY
1566,RUDALLFUL AND HIS COMPANIONS WITH THEIR FACES MUFFLED IN THEIR CLOAKS STARED RUDELY AND INSOLENTLY AT THE MOTHER THE DAUGHTER AND THE SERVANT ME
1567,IN A MOMENT HE COMMUNICATED HIS THOUGHTS TO HIS COMPANIONS AND IN THE NEXT MOMENT THEY RESOLVED TO TURN BACK IN CARRION OFF TO PLEASE RIDDLE FOR THE RICH WHO ARE OPEN HANDED ALWAYS FINE PARASIES READY TO ENCOURAGE THEIR BAD PROPENSITIES AND THUS TO COULD SEE THIS WICKED DESIGN INTO EFFECT WAS THE COMMUNITY
1568,THEY DREW THEIR SWORDS HID THEIR FACES AND THE FLAPS OF THEIR CLOAKS TURNED BACK AND SOON CAME IN FRONT OF THE LITTLE PARTY WHO HAD NOT YET DONE GETTING THANKS TO GOD FOR THEIR ESCAPE FROM THOSE AUDACIOUS MEN
1569,FINALLY THE ONE PARTY WENT OFF EXULTING AND THE OTHER WAS LEFT IN DESOLATION AND WOE
1570,WRITTEN AND ARRIVED AT HIS OWN HOUSE WITHOUT ANY IMPEDIMENT ALL THE OCCASIONS REACHED THERE'S HEART BROKEN AND TO SPARE
1571,MEANWHILE ROSTOVO HAD LUCIDIOUS SAFE IN HIS CUSTODY AND IN HIS OWN APARTMENT
1572,GOTIUS ME AM I AM DEAD
1573,MOTHER DEAR FATHER DO YOU HEAR ME
1574,IT IS THE ONLY AMENDS I ASK OF YOU FOR THE WRONG YOU HAVE DONE ME
1575,SHE FOUND THE DOOR BUT IT WAS LOCKED OUTSIDE
1576,SHE SUCCEEDED IN OPENING THE WINDOW AND THE MOONLIGHT SHONE IN SO BRIGHTLY THAT SHE COULD DISTINGUISH THE COLOR OF SOME DAMASK HANGING IN THE ROOM
1577,SHE SAW AT THE BED WAS GILDED AND SO RICH THAT IT SEEMED THAT OF A PRINCE ABOUT THAT OF A PRIVATE GENTLEMAN
1578,UPON OTHER THINGS ON WHICH SHE CAST HER EYES WAS A SMALL CRUCIFIX OF SOLID SILVER STANDING ON A CABINET NEAR THE WINDOW
1579,THIS PERSON WAS REPULSED WITHOUT HE HAD GONE TO LOOK FOR HIS FRIENDS HAD CHANGED HIS MIND IN THAT RESPECT NOT THINKING IT ADVISABLE TO ACQUAINT AND BUT WHAT HAD PASSED BETWEEN HIM AND THE GIRL
1580,ON A CONTRARY HE RESOLVED TO TELL THEM THAT REPENTING OF HIS VIOLENCE AND MOVED BY A TEARS SHE HAD ONLY CARRIED HER HALF WAY TOWARDS HIS HOUSE AND THEN LET HER GO
1581,CHOKING WITH EMOTION OF LEOPAGIA MADE A SIGN TO HER PARENTS THAT SHE WISHED TO BE ALONE WITH THEM
1582,THAT WILL BE VERY WELL MY CHILD REPLIED A FATHER IF YOUR PLAN WERE NOT LIABLE TO BE FRUSTRATED BY ORDINARY CUNNING I'D NO DOUBT THIS IMAGE HAD BEEN ALREADY MISSED BY ITS OWNER AND HE WILL HAVE SET IT DOWN FOR CERTAIN THAT IT WAS TAKEN OUT OF THE ROOM BY THE PERSON HE LOPPED UP THERE
1583,WHAT YOU HAD BEST DO MY CHILD IS TO KEEP IT AND PRAY TO IT THAT SINCE IT WAS A WITNESS TO YOUR END DOING IT WILL GAIN TO INDICATE YOUR COST BY ITS RIGHTEOUS JUDGMENT
1584,THUS DID THEY REMAIN AND RIGHT MINDED FATHER COMFORT HIS UNHAPPY DAUGHTER AND HER MOTHER EMBRACING HER AGAIN IT ALL SHE COULD TO SU THE FEELINGS
1585,SHE MEANWHILE PASSED HER LIFE WITH HER PARENTS AND THE STRICTEST TO RETIREMENT NEVER LETTING HERSELF BE SEEN BUT SHINING EVERY EYE LIFTED SHOULD READ HER MISFORTUNE IN HER FACE
1586,TIME ROLLED ON THE HOUR OF HER DELIRY ARRIVED IT TOOK PLACE IN THE UTMOST SECRECY HER MOTHER TAKEN UPON HER THE OFFICE OF MIDWIFE I SHE GAVE BIRTH TO A SON ONE OF THE MOST BEAUTIFUL EVERCY
1587,ON THE BOY WALKED THROUGH THE STREETS BLESSINGS WAS SHOWERED UPON HIM BY ALL WHO SAW HIM BLESSING UP ON HIS BEAUTY UPON THE MOTHER THAT BORE HIM UPON THE FATHER THAT COULD GO HIM UPON THOSE WHO BROUGHT HIM HOT SO WELL
1588,ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG HIS STREET IN WHICH THERE WAS A GREAT CALM COARS OF HORSEMEN
1589,THE BED SHE TOO WELL REMEMBERED WAS THERE AND ABOVE ALL THE CABINET ON WHICH HAD STOOD THE IMAGE SHE HAD TAKEN AWAY WAS STILL IN THE SAME SPOT
1590,LUIS WAS OUT OF DANGER IN A FORTNIGHT AND A MONTH HE AROSE FROM HIS BED AND JOINED ALL THAT TIME HE WAS VISITED DAILY BY HIS MOTHER AND GRANDMOTHER AND TREATED BY THE MASTER AND MISTRESS OF THE HOUSE AS IF HE WAS THEIR OWN CHILD
1591,THUS SAYING AND PRESSING THE CRUCIVE FIXED TO HER BREAST SHE FELL FAINTING INTO THE AMS OF DONNIA WHO HAS A GENTLE WOMAN TO WHOSE SIX PITEOUS A NATURAL AS CRUELTY AS TWO MAN INSTANTLY PRESSED HER LIPS TO THOSE OF THE FAINTING GIRL
1592,I HAVE GREAT THINGS TO TELL YOU IN YOU SAID DORA AS TO A HUSBAND THE CREAM AND SUBSTANCE OF WHICH IS THIS THE FAINING GIRL BEFORE YOU IS YOUR DAUGHTER AND THE BOY IS YOUR GRANDSON
1593,THIS TRUTH WHICH I HAD LEARNED FROM HER LIPS IS CONFIRMED BY HIS FACE AND WHICH WE HAVE BOTH BEHELD THAT OF OUR SON
1594,JUST THERE NEALCADIA CAME TO HERSELF AND EMBRACING ACROSS SEEMED CHANGED INTO THE SEA OF TEARS AND A GENTLEMAN REMAINING IN ORDER THEIR WELCOMEMENT UNTIL HIS WIFE HAD REPEATED TO HIM FROM BEGINNING TO HIM THEIR CURIOUS WHOLE STONE AND HE BELIEVED IT THROUGH THE LESS OF DISPENSATION OF HEAVEN WHICH HAD CONFIRMED IT THROUGH THE BLESSED
1595,SO PERSUASIE WERE HER AND TREATIES AS SO STRONG INFLUENCES THAT NO HARM WHATEVER COULD RESULT TO THEM FROM THE INFLAMMATION SHE SOUGHT THEY WENT INDUCED TO CONFESS THAT ONE SUMMER'S NIGHT THE SAME SHE HAD MENTIONED THEMSELVES IN ANOTHER FRIEND BEING OUT ON THE STROLL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFAL WITH HER DOFFULTERING
1596,FOR GOD'S SAKE MY LADY MIGHT AGAIN ME A WIFE WHO WOULD BE AN AGREEABLE COMPANION NOT ONE WHO WILL DISGUST ME SAID AT ME MAY BOTH BEAR EVENLY AND WITH MUTUAL GOOD WILL THE YOKE AND POST ON US BY HEAVEN INSTEAD OF PULLING THIS WAY AND THAT WAY AND FRETTING IT RATHER TO DEATH
1597,HER BEARING WAS GRACEFUL AND ANIMATED SHE LED HER SON BY THE HAND AND BEFORE HER WALKED TWO MATES WITH WAX LIGHTS AND SILVER CANDLESTICS
1598,AL ROSE TO DO HER REVERENCE AS IF SOMETHING FROM HEAVEN HAD MERACULOUSLY APPEARED BEFORE THEM BUT GAZING ON HER AND TRANCE WITH ADMIRATION NOT ONE OF THEM WAS ABLE TO ADDRESS A SINGLE WORD TO HER
1599,SHE REFLECTED HOW NEAR SHE STOOD TO THE CRISIS WHICH WAS TO DETERMINE WHETHER SHE WAS TO BE BLESSED OR UNHAPPY FOR EVER ENACTED BY THE INTENSITY OF HER EMOTIONS SHE SUDDENLY CHANGED COLOR HER HEAD DROPPED AS SHE FELL FORWARD IN A SWOON INTO THE ARMS OF THE DISMAYEDESTAFFANIA
1600,HIS MOTHER HAD LEFT HER TO HIM AS BEING HER DISTANT PROTECTOR BUT WHEN SHE SAW THAT HE TOO WAS INSENSIBLE SHE WAS NEAR MAKING A THIRD AND WOULD HAVE DONE SO HAD HE NOT COME TO HIMSELF
1601,NO THEN SON OF MY HEART THAT THIS FAINTING LADY IS YOUR REAL BRIDE I SAY YOU BECAUSE SHE IS THE ONE WHOM YOU FATHER AND I HAVE CHOSEN FOR YOU AND A PORTRAIT WAS A PRETENCE
1602,JUST AT THE MOMENT WHEN THE TEARS OF THE PITY BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WHERE MOST EXPRESSIVE OF DESPAIR THE OCCASION GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL
1603,WHEN SHE CAME TO HER SENSES AND BLUSHING TO FIND HERSELF AND PUT OFF HIS ARMS WOULD HAVE DISENGAGE HERSELF NO SIGNOR HE SAID THAT MUST NOT BE STRIVE NOT TO WITHDRAW FROM THE HUNS OF HIM WHO HOLDS YOU IN HIS SOUL
1604,THIS WAS DONE FOR THE EVENT TOOK PLACE AT A TIME FOR THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF THE MARRIAGE WITHOUT ANY OF THE PRELIMINARY FORMALITIES WHICH ARE NOW SO PROPERLY REQUIRED
1605,NO WAS RIDICULOUS SURPRISED THAN THEY AND A BETTER TO ASSURE HIMSELF WHO SO WONDERFUL EFFECT HE BEGGED LOCATE TO GIVE HIM SOME TOKEN WHICH SHOULD MAKE PERFECTLY CLEAR TO HIM THAT WHICH INDEED HE DID NOT DOUBT SINCE IT WAS AUTHENED BY HIS PARENTS
1606,YOU KNOW CAPTAIN LEAK
1607,SAID LORD SILVER ADDRESSING ME
1608,HE HAD HIS HAND ON THE SHOULDER
1609,THEY ARE COUSINS YOU KNOW WE ARE ALL COUSINS
1610,WHATEVER LORD SHELTERED SAID MISS BRANDON RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE
1611,BUT HER GREETING TO CAPTAIN LAKE WAS MORE THAN USUALLY HAUGHTY AND FROZEN AND HER FEATURES I FANCIED PARTICULARLY PROUD AND PALE
1612,AT DINNER LAKE WAS EASY AND AMUSING
1613,I'M GLAD YOU LIKE IT SAYS WILD OR CHUCKLING INDIGNANTLY ON IT OVER HIS SHOULDER
1614,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS
1615,AND HE PLACED IT IN THAT GENTLEMAN'S FINGERS WHO NOW TOOK HIS TURNED THE LAMP AND CONTEMPLATED THE LITTLE PARALLELOGRAM WITH A GLEAM OF SLIGHT AMUSEMENT
1616,I WAS THINKING IT'S A VERY LIGHT THE AIS OF HEARTS ANSWERED THE CAPTAIN SOFTLY SMILING ON
1617,WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE KNEES OF HEARTS WITH HIS FLY EYES
1618,AND WILDER LAUGHED TOO MORE SUDDENLY AND NOISILY THEN THE SHORE OF THE JOKES SEEMED QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNERS OF HIS EYES UNLAK BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY HE HANDED IT VERY INNOCENTLY BACK TO MISSUS DARLING
1619,DO YOU KNOW LAKE OH I REALLY CAN'T TELL BUT HE IS SOON TIRED OF COUNTRY LIFE
1620,HE'S NOT A MAN FOR COUNTRY QUARTERS
1621,I HAVE HORRID DREAM ABOUT HIM LAST NIGHT THERE
1622,OH I KNOW THAT'S LORN BRANDY
1623,ALL THE TIME HE WAS TALKING TO ME THE ANGRY LITTLE EYES WERE FOLLOWING LENGTH
1624,MISS LAKE DECLINED THE CARRIAGE TO NIGHT
1625,AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY
1626,UNTIL THESE VERY WISE THINGS SOMETIMES TURN OUT VERY FOOLISHLY
1627,IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER
1628,BY THIS TIME LORD COVERED AND WILDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINATING ON MY WANT OF GENERAL SHIP
1629,AND HE MADE A LITTLE DIP OF HIS CANE TOWARDS BRAND AND HALL OVER HIS SHOULDER
1630,YES SO THEY SAID BUT THAT WOULD I THINK HAVE BEEN WORSE
1631,IF A FELLOWS BEEN A LITTLE BIT WILD HE IS BEARERS ABOVE AT ONCE
1632,RAPPED IN A VERY GOOD FELLOW I CAN ASSURE YOU
1633,I DON'T KNOW I CAN'T SAY HOW YOU FINE GENTLEMAN TO FIND WICKEDNESS ONLY AS AN OBSCURE FEMALE I SPEAK ACCORDING TO MY LIGHTS AND HE IS GENERALLY THOUGHT THE WICKEDEST MAN IN THIS COUNTY
1634,WHAT YOU KNOW READY WOMEN LIKE WICKED FELLOWS IT IS CONTRAST I SUPPOSE BUT THEY DO AND I'M SURE FROM WHAT LAUGHTER HAS SAID TO ME I KNOW HIM INTIMATELY THAT DARKEST LIKES HIM AND I CAN CONCEIVE WHY THEY ARE NOT MARRIED
1635,THEIR WALK CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID
1636,NOW THAT'S IMPOSSIBLE READY FOR I REALLY DON'T THINK I ONCE THOUGHT OF HIM ALL THIS EVENING EXCEPT JUST BOBBY WERE TALKING
1637,THERE WAS A BRIGHT MOON LIGHT BROKEN BY THE SHADOWS OF OVERHANGING BOUGHS AND WITHERED LEAVES AND THE MODEL LIGHTS AND SHADOWS GLIDED ODDLY ACROSS THE PALE FEATURES
1638,DON'T INSULT ME STANDLY BY TALKING AGAIN AS YOU DID THIS MORNING
1639,WHAT I SAY IS ALTOGETHER ON YOUR OWN ACCOUNT
1640,MUCK MY WORDS YOU'LL FIND HIM TOO STRONG FOR YOU I AND TOO DEEP
1641,I AM VERY AN EASY ABOUT IT WHATEVER IT IS I CAN HELPEN
1642,TO MY MIND THERE HAS ALWAYS BEEN SOMETHING INEXPRESSIBLY AWFUL IN FAMILY FUMES
1643,THE MYSTERY OF THEIR ORIGIN THEIR CAPACITY FOR INVOLVING LATENT FACULTIES OF CRIME AND THE STEADY VITALITY WITH WHICH THEY SURVIVE THE HEARSE AND SPEAK THEIR DEEP NOW FROM THE LIBERTIES IN EVERY NEW BORN GENERATION HAVE ASSOCIATED THEM SOMEHOW IN MY MIND WITH A SPELL OF LIFE EXCEEDING AND DISTINCT FOR HUMAN AND DISTINCT FOR HUMAN AND DISTANT
1644,THE FLOOR MORE THAN ANYTHING ELSE SHOWED THE GREAT AGE OF THE ROOM
1645,MY BED WAS UNEXPECTEDLY COMFORTABLE BUT IN MY THEN MOOD I COULD HAVE WISHED IT A GREAT DEAL MORE MODERN
1646,ITS CURTAINS WERE OF THICK AND FEEDED TO THE STREET
1647,ALL THE FURNITURE BELONGED OTHER TIMES
1648,I SHAN'T TROUBLE YOU ABOUT MY TRAIN OF THOUGHTS OR FANCIES BUT I BEGAN TO FEEL VERY LIKE A GENTLEMAN IN THE GO STORY WHAT YOU EXPERIMENTALLY IN A HAUNTED CHAMBER
1649,I DO NOT EVEN TAKE THE PRECAUTION OF SMOKING UP THE CHIMNEY
1650,I BOLDLY LIGHTED MY THROAT
1651,A COLD BRIGHT MOON WAS SHINING WITH CLEAR SHARP LIGHTS AND SHADOWS
1652,THE SOMBRE OLD TREES LIKE GIGANTIC HURST PLUMES BLACK AND AWFUL
1653,SOMEHOW I HAD GROWN NERVOUS
1654,A LITTLE BIT OF PLASTER TUMBLED DOWN THE CHIMNEY AND STARTLED ME CONFOUNDEDLY
1655,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM RANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF RUDIMENT'S FORM
1656,WELL SHE WAS BETTER THOUGH SHE HAD HAD ABOUT NIGHT
1657,SO THERE CAME A STEP AND THE LOW RUSTLING OF FEMININEING DRAPERIES THE SMALL DOOR OPENED AND RACHEL ENTERED WITH HER HAND EXTENDED AN A PALE SMILE OF GOLDEN
1658, WOMEN CAN HIDE THEIR KEEN BETTER THAN WE MEN AND BEAR IT BETTER TOO EXCEPT WHEN CHAIN DROPPED FIRE INTO THE DREADFUL PALACE
1659,BUT POOR RACHEL LAKE HAD MORE THAN THAT STORY WHICH ENABLES THE TORTURED SPIRITS OF HER SEX TO LIFT A PALE FACE THROUGH THE FLAMES AND SMILE
1660,THIS TRANSIENT SPRING AND LIGHTING UP ARE BEAUTIFUL A GLAMOUR AWING OUR SENSES
1661,THERE WAS SOMETHING OF SWEETNESS AND FONDNESS IN HER TONES AND MANNER WHICH WAS NEW TO RACHEL AND COMFORTING AND SHE RETURNED THE GREETING AS KINDLY AND FELT MORE LIKE HER FOR HERSELF
1662,RATURES PALE AND SHARPENED FEATURES AND DILATED EYE STRUCK HER WITH A PAINFUL SURPRISE
1663,YOU HAVE BEEN SO ILL MY POOR RACHEL
1664,ILL AND TROUBLE DEAR TROUBLE IN MIND AND MISERLY NERVOUS
1665,POOR RACHEL HER NATURE REQUAILED FROM DECEIT AND SHE TOLD AT ALL EVENTS AS MUCH OF THE TRUTH AS SHE DARED
1666,SHE SPOKE WITH A SUDDEN ENERGY WHICH PARTOOK OF FEAR AND PASSION AND FLUSHED HER THING CHEEK AND MADE HER LEAN WITH EYES FLASHED
1667,THINK YOU RACHEL MY COUSIN RACHEL MY ONLY FRIEND
1668,SHELFFERT HAD A NOTE FROM MISTER WHILE DO THIS MORNING ANOTHER NOTE HIS COMING DELAYED AND SOMETHING OF HIS HAVING TO SEE SOME PERSON WHO WAS ABROAD CONTINUED DARKNESS AFTER A LITTLE PAUSE
1669,YES SOMETHING EVERY THING SAID RACHEL HURRIEDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS TWIRLING IN HER FINGERS
1670,YES SAID RACHEL
1671,AND THE WAN O'CLOCK HAVING SPOKEN SHE SAT DOWN IN THE SAME SORT OF OBSTRUCTION AGAIN BESIDE DARKNESS AND SHE LOOKED FOOL IN HER COUSIN'S EYES
1672,OF MORE WILDER I SAY THIS HIS NAME HAS BEEN FOR YEARS HATEFUL TO ME AND RECENTLY IT HAS BECOME FRIGHTFUL AND YOU WILL PROMISE ME SIMPLY THIS THAT YOU WILL NEVER ASK ME TO SPEAK AGAIN ABOUT HIM
1673,IT IS AN ANTIPATHY AN ANTIPATHY I CANNOT GET OVER YOUR DARKNESS YOU MAY THINK IT A MADNESS BUT DON'T BLAME ME
1674,I HAVE VERY FEW TO LOVE ME NOW AND I THOUGHT YOU MIGHT LOVE ME AS I HAVE BEGUN TO LOVE YOU
1675,AND SHE THREW HER ARMS ROUND HER COUSIN'S NECK AND BREATHE RACHEL AT LAST BURST INTO TEARS
1676,DARKAS IN OUR STRANGE WAY WAS MOVED
1677,I LIKE YOU STILL RACHEL I'M SURE I'M SURE I'LL ALWAYS LIKE YOU
1678,YOU RESEMBLED ME RACHEL YOU ARE FEARLESS AND INFLEXIBLE AND GENEROUS
1679,YES RACHEL I DO OF YOU
1680,THINK YOU DARKESTIER
1681,HE BEGAN A CONFUSED COMPLAINT AGAINST THE WIZARD WHO HAD VANISHED BEHIND THE CURTAIN ON THE LEFT
1682,GIVE NOT SO EARNEST A MIND TO BE MEMORIES CHILD
1683,A GOLDEN FORTUNE IN A HAPPY LIFE
1684,HE WAS LIKELY TO MY FATHER IN A WAY AND YET WAS NOT MY FATHER
1685,ALSO THERE WAS A STRIPPING PAGE WHO TURNED IT TO A MAID
1686,THIS WAS SO SWEET A LADY SIR AND IN SOME MANNER I DO THINK SHE DIED
1687,BUT THEN THE PICTURE WAS GONE AS QUICKLY AS IT CAME
1688,SISTER NOW DO YOU HEAR THESE MARVELS
1689,TAKE YOUR OR PLACE AND LET US SEE WITH THE CRISTEL CAN SHOW TO YOU
1690,LIKE IS NOT YOUNG MASTER THOUGH I AM AN OLD MAN
1691,FORTH WITH ALL RAN THE OPENING OF THE TENT TO SEE WHAT MIGHT BE AMISS BUT MASTER WILL WHO PEEPED OUT FIRST NEEDED NO MORE THAN ONE GLANCE
1692,HE GAVE ME TO THE OTHERS VERY READILY AND RETREATED UNPERCEIVED BY THE SQUIRE AND MISTRESS FITS TO THE REAR OF THE TENT
1693,CRISE OF AM NOTTINGHAM
1694,BEFORE THEM FLED THE STROLLER AND HIS THREE SONS CAPITALISTS AND TERRIFIED
1695,WHAT IS THAT TUMULT AND RIOTING CRIED OUT THE SQUIRE AUTHORITIES AND HE BLUE TWICE ON THE SILVER WHISTLE WHICH HUNG AT HIS BELT
1696,NAY WE REFUSE THEY REQUEST MOST POLITELY MOST NOBLE SAID THE LITTLE STROLLOR
1697,AND THEN THEY BECAME VEXED AND WOULD HAVE SNATCHED YOUR PART FROM US
1698,I COULD NOT SEE MY BOY INJURED EXCELLENCE FOR BUT DOING HIS DUTY AS ONE OF COPPER AND SONS
1699,SO I DID PUSH THIS FELLOW
1700,YET IS E ENOUGH SAID GEORGE GAME WELL SHARPLY AS HE TURNED UPON THE CROWD
1701,SHE CAME ON USE TO THEANS CRIED HE I BLUSH FOR MY FELLOWS OF NOTHING HIM
1702,SURELY WEAKENS A BIT WITH GOOD GRACE
1703,SHE IS FINE FOR YOU TO TALK OLD MAN ANSWERED THE LEANED SO ON A PRINCESS
1704,BUT I WRESTLED WITH THIS FELLOW AND DO KNOW THAT HE PLAYED ON FAIRLY IN THE SECOND BOAT
1705,SPOOK THIS WIRE LOSING ALLPATION AND IT WAS TO YOU THAT I GAVE ANOTHER PERSON
1706,COME TO ME MEN HERE HE RAISED HIS VOICE STILL LOUDER
1707,THE STROVERS TOOK THEIR PART IN IT WITH HARDY AS NOW THAT THEY HAD SOME CHANCE OF MEETING OFF THEIR FELLOWS
1708,ROBID AND THE LITTLE TUMBLER BETWEEN THEM TRIED TO FORCE THIS CHOIR TO STAND BACK AND VERY VALIANTLY DID THESE TWO COMPORT THEMSELVES
1709,THE HIDDEN CHIEF OF THE WHILE AT THE NODDING HIM A PRACTISED WITH CLENCHED FISTS THREATENED MONTFYCHAY
1710,THE SQUIRE HELP TO THRUST THEM ALL IN AND ENTERED SWIFTLY HIMSELF
1711,NOW BE SILENT ON YOUR OWN LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT
1712,SILENCE YOU KNAVE CRIED WON'T BE SHAME
1713,HE FELT FOR AND FOUND THE WIZARD'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH
1714, THRUSTING OPEN THE PROPER ENTRANCE OF THE TENT RAWDON SUDDENLY RUSHED FORTH WITH HIS BURDEN WITH A GREAT SHOUT
1715,A MAATHYCHAMEL TO THE RESCUE
1716,TAKING ADVANTAGE OF THIS SQUIRES FEW MEN REDOUBLED THEIR EFFORTS AND ENCOURAGE BY ROBINSON THE LITTLE STROLLER'S CRIES FAULT THEIR WAY TO HIM
1717,GEORGE MONTFYJAH WILL NEVER FORGET THIS DAY
1718,WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY
1719,RAPDEN FITS OF
1720,AND MINE IS WILL STERNLY SHALL WE BECOME RATS
1721,RIGHT WILLINGLY FOR BETWEEN US WE HAVE ONE THE BATTLE ANSWERED ROBIN
1722,I LIKE YOU WILL YOU ARE THE SECOND WILL THAT I HAVE MET AND LIKE WITHIN TWO DAYS IS THERE A SIGN AND THAT
1723,MOUNTY'S SAKE CALLED OUT FOR ROBBING TO GIVE HIM AN ARM
1724,FRIENDS SAID MONTBECCA'S BARE US ESCORT SO FAR THE SHERIFF'S HOUSE
1725,IT WILL NOT BE SAFE FOR YOU TO STAY HERE NOW
1726,PRAY FOLLOW US WITH MIND IN MY LORD CHERISHED MEN
1727,NOT A YOUNG CASTLE WAS REACHED AN ADMITTANCE WAS DEMANDED
1728,MISTER LONG SO THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIDING
1729,AND HENRY MIGHT RETURN TO ENGLAND OF ANY MOMENT
1730,HAVE YOUR WILL CHILD IF THE BOY ALSO WILLS IT NOT BE SHE ANSWERED FEELING TO ILL TO OPPOSE ANYTHING VERY STRONGLY JUST THEN
1731,HE MADE AN EFFORT TO HIDE HIS CONDITION FROM THEM ALL AND ROBBING FELT HIS FINGERS TIGHTENED UPON HIS ARM
1732,BIG MADE A ROOM OF THE SHERIFF CHILD QUICKLY
1733,BUT WHO MISSUS FELLOW POPULET RECEIVED
1734,HE IS MY SQUIRE EXCELLENCY RETURNED RAWDON WITH DIGNITY
1735,MISTER SANCY HAD BEEN CARRIED OFF FOR THE SHERIFF'S DAUGHTER AND HER MAID AS SOON AS THEY HAD ENTERED THE HOUSE SO THAT BROKEN ALONE HAD THE CARE OF MAUDIE SHAME
1736,RAPDEN WAS GLAD WHEN AT NIGHT THEY WERE LEFT TO THEIR OWN DEVICES
1737,THE WINE DID CERTAINLY BRING BACK THE COLOR TO THE SQUIRE'S CHEEKS
1738,THESE ESCOPATOR NOT FOR OLD GAME WELL LAD HIS DAY HAS COME TO TWILIGHT
1739,WILL YOU FORGIVE ME NOW
1740,IT WILL BE NO DISAPPOINTMENT TO ME
1741,NO THANKS I AM GLAD TO GIVE YOU SUCH AS HE HAPPINESS
1742,YOU ARE WORTH A LEAD WILL PRESENTLY WHISPER ROBBING THE WINE HAS WORKED A MORTAL
1743,I AND SHOW YOU SOME PRETTY TRICKS
1744, YOUNG FITS WHO HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS COMMERCE WITH THE SQUIRE
1745,THERE BE FELL AN ANXIOUS INTERVIEW MISTRESS THINKS ARE YOUING FOUR AND AGAINST THE SQUIRES PROJECT IN THE BREATH
1746,MOST HAVE ALL ROB AND THOUGHT OF HIS FATHER WOULD WOULD HE COUNCIL
1747,IF HER WHEN YOU BEGGHER YOURSELF I CANNOT STAY YOU
1748,BUT TAKE IT MOST I LIVE AND WHERE AMMONTHIE IS SEALED IN THE DAYS WHEN MY EYES CAN BE REJOICED BY SO BRAVE A SIGHT FOR YOU WILL NEVER DISGRACE OUR STATURE I WARNED ME
1749,THE LAD HAD CHECKED HIM THEN
1750,NEVER THAT SIR HE HAD SAID
1751,HE WAS INDEED CONVERSE WITH THE CLERK AND ENTERED THE HALL HOLDING HIM BY THE ARM
1752,NOW TO BED BOY
1753,TI IS LATE AND I GO MYSELF WITHIN A SHORT SPACE
1754,DIS MISS YOUR SQUIRE ROBIN AND BID ME GOOD HE IN
1755,AS ANY AN ENGLAND I WOULD SAY SUCH CAME WELL PROBABLY THAT IS IN HIS DAY
1756,YET HE WILL KEEP YOU A FEW TRICKS WHEN BOARDING HAS COME
1757,THERE WAS NO CHEST TO ALTER HIS SLEEPING ROOM TO ONE NEARER TO GAIN WELL'S CHAMBER
1758,PRESENTLY HE CROSSED THE FLOOR OF HIS ROOM WITH DECIDED STEP
